program_name,university,comments,date_added,entry_url,applicant_status,acceptance_date,rejection_date,start_term,student_type,gre_score,gre_v_score,degree,gpa,gre_aw,raw_listing,source_page,initial_cluster,final_cluster
Social Psychology,NC State University,,NC State University,https://www.thegradcafe.com/result/1005433,Rejected,,Feb 17,Fall 2026,American,,,PhD,,,"NC State University Social Psychology PhD Feb 20, 2026 Rejected on Feb 17 Total comments",https://www.thegradcafe.com/survey?page=739&sort=newest,18,1
Speech Language Pathology,UT Health San Antonio,,UT Health San Antonio,https://www.thegradcafe.com/result/1005432,Accepted,Feb 19,,Fall 2026,American,,,Masters,3.58,,"UT Health San Antonio Speech Language Pathology Masters Feb 20, 2026 Accepted on Feb 19 Total comments",https://www.thegradcafe.com/survey?page=739&sort=newest,9,6
Data Science,University of Virginia,,University of Virginia,https://www.thegradcafe.com/result/1005431,Accepted,Feb 20,,Fall 2026,International,,,PhD,,,"University of Virginia Data Science PhD Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=739&sort=newest,21,25
Education,University of Pennsylvania Graduate School of Education,,University of Pennsylvania Graduate School of Education,https://www.thegradcafe.com/result/1005430,Rejected,,Jan 30,Fall 2026,International,,,PhD,4.0,,"University of Pennsylvania Graduate School of Education Education PhD Feb 20, 2026 Rejected on Jan 30 Total comments",https://www.thegradcafe.com/survey?page=739&sort=newest,0,40
Economics,University of British Columbia,,University of British Columbia,https://www.thegradcafe.com/result/1005429,Rejected,,Feb 20,Fall 2026,International,,,Masters,3.9,,"University of British Columbia Economics Masters Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=739&sort=newest,2,5
Education,University of Pennsylvania,,University of Pennsylvania,https://www.thegradcafe.com/result/1005428,Rejected,,Jan 30,,,,,PhD,,,"University of Pennsylvania Education PhD Feb 20, 2026 Rejected on Jan 30 Total comments",https://www.thegradcafe.com/survey?page=739&sort=newest,0,40
Chemistry,Cornell University,,Cornell University,https://www.thegradcafe.com/result/1005427,Accepted,Feb 18,,Fall 2026,American,170.0,167.0,PhD,3.9,5.0,"Cornell University Chemistry PhD Feb 20, 2026 Accepted on Feb 18 Total comments",https://www.thegradcafe.com/survey?page=739&sort=newest,7,11
Anthropology,University of Montana,,University of Montana,https://www.thegradcafe.com/result/1005426,Accepted,Feb 20,,Fall 2026,American,,,Masters,3.5,,"University of Montana Anthropology Masters Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=739&sort=newest,48,29
Education,University of Illinois Urbana-Champaign,,University of Illinois Urbana-Champaign,https://www.thegradcafe.com/result/1005425,Rejected,,Jan 06,Fall 2026,International,,,PhD,4.0,,"University of Illinois Urbana-Champaign Education PhD Feb 20, 2026 Rejected on Jan 06 Total comments",https://www.thegradcafe.com/survey?page=739&sort=newest,0,40
Master of Environmental Management (MEM),Duke University,,Duke University,https://www.thegradcafe.com/result/1005424,Accepted,Feb 20,,,,,,Masters,,,"Duke University Master of Environmental Management (MEM) Masters Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=739&sort=newest,25,53
Education - Teaching and Learning,NYU Steinhardt,,NYU Steinhardt,https://www.thegradcafe.com/result/1005423,Rejected,,Feb 20,Fall 2026,International,,,PhD,4.0,,"NYU Steinhardt Education - Teaching and Learning PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=739&sort=newest,46,40
Anthropology,University of Arizona,,University of Arizona,https://www.thegradcafe.com/result/1005422,Accepted,Feb 20,,,,,,PhD,,,"University of Arizona Anthropology PhD Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=739&sort=newest,48,29
Industrial Engineering and Operations Research,Columbia University in the City of New York,,Columbia University in the City of New York,https://www.thegradcafe.com/result/1005421,Waitlisted,,,Fall 2026,International,,,PhD,,,"Columbia University in the City of New York Industrial Engineering and Operations Research PhD Feb 20, 2026 Wait listed on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=740&sort=newest,39,64
Public Policy and Administration,George Washington University,,George Washington University,https://www.thegradcafe.com/result/1005420,Accepted,Feb 20,,Fall 2026,American,,,Masters,3.75,,"George Washington University Public Policy and Administration Masters Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=740&sort=newest,34,73
Speech Language Pathology,University of Minnesota - Duluth,,University of Minnesota - Duluth,https://www.thegradcafe.com/result/1005419,Waitlisted,,,Fall 2026,American,,,Masters,3.7,,"University of Minnesota - Duluth Speech Language Pathology Masters Feb 20, 2026 Wait listed on Feb 19 Total comments",https://www.thegradcafe.com/survey?page=740&sort=newest,9,6
School Psychology,Fordham University,,Fordham University,https://www.thegradcafe.com/result/1005418,Accepted,Feb 20,,Fall 2026,International,,,Masters,,,"Fordham University School Psychology Masters Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=740&sort=newest,33,50
Music Education,Northwestern University,,Northwestern University,https://www.thegradcafe.com/result/1005417,Rejected,,Jan 28,Fall 2026,International,,,PhD,4.0,,"Northwestern University Music Education PhD Feb 20, 2026 Rejected on Jan 28 Total comments",https://www.thegradcafe.com/survey?page=740&sort=newest,0,40
Music Education,University of Massachusetts Amherst,,University of Massachusetts Amherst,https://www.thegradcafe.com/result/1005415,Rejected,,Jan 13,Fall 2026,International,,,PhD,4.0,,"University of Massachusetts Amherst Music Education PhD Feb 20, 2026 Rejected on Jan 13 Total comments",https://www.thegradcafe.com/survey?page=740&sort=newest,0,40
Computer Science,University of Massachusetts Amherst,,University of Massachusetts Amherst,https://www.thegradcafe.com/result/1005414,Rejected,,Feb 18,Fall 2026,International,,,PhD,,,"University of Massachusetts Amherst Computer Science PhD Feb 20, 2026 Rejected on Feb 18 Total comments",https://www.thegradcafe.com/survey?page=740&sort=newest,1,2
Civil And Environmental Engineering,"University of California, Berkeley",,"University of California, Berkeley",https://www.thegradcafe.com/result/1005413,Rejected,,Feb 19,Fall 2026,American,,,PhD,3.99,,"University of California, Berkeley Civil And Environmental Engineering PhD Feb 20, 2026 Rejected on Feb 19 Total comments",https://www.thegradcafe.com/survey?page=740&sort=newest,8,44
Social Work,Yeshiva University,,Yeshiva University,https://www.thegradcafe.com/result/1005412,Accepted,Feb 19,,Fall 2026,American,,,Masters,3.05,,"Yeshiva University Social Work Masters Feb 20, 2026 Accepted on Feb 19 Total comments",https://www.thegradcafe.com/survey?page=740&sort=newest,48,28
Program in Biomedical Sciences (PiBS),Boston University,,Boston University,https://www.thegradcafe.com/result/1005411,Rejected,,Feb 17,Fall 2026,American,,,PhD,,,"Boston University Program in Biomedical Sciences (PiBS) PhD Feb 20, 2026 Rejected on Feb 17 Total comments",https://www.thegradcafe.com/survey?page=740&sort=newest,0,36
Music Education,Penn State University,,Penn State University,https://www.thegradcafe.com/result/1005410,Accepted,Feb 12,,Fall 2026,International,,,PhD,4.0,,"Penn State University Music Education PhD Feb 20, 2026 Accepted on Feb 12 Total comments",https://www.thegradcafe.com/survey?page=740&sort=newest,0,40
Social Work,Fordham University,,Fordham University,https://www.thegradcafe.com/result/1005409,Accepted,Feb 09,,Fall 2026,American,,,Masters,3.05,,"Fordham University Social Work Masters Feb 20, 2026 Accepted on Feb 09 Total comments",https://www.thegradcafe.com/survey?page=740&sort=newest,48,28
Music Education,University of Toronto,,University of Toronto,https://www.thegradcafe.com/result/1005408,Rejected,,Feb 20,Fall 2026,International,,,PhD,4.0,,"University of Toronto Music Education PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=740&sort=newest,0,40
Physics,Clemson University,,Clemson University,https://www.thegradcafe.com/result/1005406,Rejected,,Feb 20,Fall 2026,International,,,PhD,3.57,,"Clemson University Physics PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=740&sort=newest,11,8
Statistics,Rice University,,Rice University,https://www.thegradcafe.com/result/1005405,Accepted,Feb 20,,Fall 2026,American,,,Masters,3.88,,"Rice University Statistics Masters Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=740&sort=newest,18,7
Neuroscience,Princeton University,,Princeton University,https://www.thegradcafe.com/result/1005404,Accepted,Feb 20,,Fall 2026,American,,,PhD,3.71,,"Princeton University Neuroscience PhD Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=740&sort=newest,46,43
History,Boston University,,Boston University,https://www.thegradcafe.com/result/1005403,Waitlisted,,,Fall 2026,American,,,PhD,3.8,,"Boston University History PhD Feb 20, 2026 Wait listed on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=740&sort=newest,41,14
Operations Research and Financial Engineering,Princeton University,,Princeton University,https://www.thegradcafe.com/result/1005402,Accepted,Feb 20,,Fall 2026,International,,,PhD,3.95,,"Princeton University Operations Research and Financial Engineering PhD Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=740&sort=newest,39,64
Economics,Princeton University,,Princeton University,https://www.thegradcafe.com/result/1005401,Rejected,,Feb 20,Fall 2026,American,,,PhD,,,"Princeton University Economics PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=741&sort=newest,2,5
Classics,Florida State University,,Florida State University,https://www.thegradcafe.com/result/1005400,Rejected,,Feb 19,Fall 2026,American,,,Masters,3.87,,"Florida State University Classics Masters Feb 20, 2026 Rejected on Feb 19 Total comments",https://www.thegradcafe.com/survey?page=741&sort=newest,25,63
Landscape Architecture,UC Berkeley,,UC Berkeley,https://www.thegradcafe.com/result/1005399,Accepted,Feb 20,,Fall 2026,American,,,Masters,3.9,,"UC Berkeley Landscape Architecture Masters Feb 20, 2026 Accepted on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=741&sort=newest,48,16
Economics,Princeton University,,Princeton University,https://www.thegradcafe.com/result/1005398,Rejected,,Feb 20,Fall 2026,International,170.0,156.0,PhD,3.9,,"Princeton University Economics PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=741&sort=newest,2,5
Robotics,Carnegie Mellon University,,Carnegie Mellon University,https://www.thegradcafe.com/result/1005397,Accepted,Feb 18,,Fall 2026,International,321.0,151.0,Masters,3.84,99.99,"Carnegie Mellon University Robotics Masters Feb 20, 2026 Accepted on Feb 18 Total comments",https://www.thegradcafe.com/survey?page=741&sort=newest,46,57
Immunology and Microbiology,Stanford University,,Stanford University,https://www.thegradcafe.com/result/1005396,Rejected,,Feb 12,Fall 2026,International,,,PhD,3.38,,"Stanford University Immunology and Microbiology PhD Feb 20, 2026 Rejected on Feb 12 Total comments",https://www.thegradcafe.com/survey?page=741&sort=newest,25,68
Philosophy,University of Maryland,,University of Maryland,https://www.thegradcafe.com/result/1005395,Rejected,,Feb 20,Fall 2026,American,,,PhD,3.85,,"University of Maryland Philosophy PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=741&sort=newest,4,9
Psychology,Princeton University,,Princeton University,https://www.thegradcafe.com/result/1005394,Rejected,,Feb 20,Fall 2026,American,,,PhD,3.87,,"Princeton University Psychology PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=741&sort=newest,7,1
Public Humanities,Brown University,,Brown University,https://www.thegradcafe.com/result/1005393,Accepted,Feb 13,,Fall 2026,American,,,Masters,3.2,,"Brown University Public Humanities Masters Feb 20, 2026 Accepted on Feb 13 Total comments",https://www.thegradcafe.com/survey?page=741&sort=newest,0,82
Art History,University of Oregon,,University of Oregon,https://www.thegradcafe.com/result/1005392,Rejected,,Feb 17,Fall 2026,American,,,PhD,3.79,,"University of Oregon Art History PhD Feb 20, 2026 Rejected on Feb 17 Total comments",https://www.thegradcafe.com/survey?page=741&sort=newest,41,24
Political Science,Iowa State University,,Iowa State University,https://www.thegradcafe.com/result/1005391,Accepted,Feb 18,,Fall 2026,American,,,Masters,3.96,,"Iowa State University Political Science Masters Feb 20, 2026 Accepted on Feb 18 Total comments",https://www.thegradcafe.com/survey?page=741&sort=newest,3,20
Physics And Astronomy,City University of New York,,City University of New York,https://www.thegradcafe.com/result/1005389,Accepted,May 14,,Fall 2026,International,,,PhD,3.7,,"City University of New York Physics And Astronomy PhD Feb 20, 2026 Accepted on May 14 Total comments",https://www.thegradcafe.com/survey?page=741&sort=newest,24,23
Physics,Clemson University,,Clemson University,https://www.thegradcafe.com/result/1005388,Rejected,,Feb 20,Fall 2026,International,,,PhD,3.7,,"Clemson University Physics PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=741&sort=newest,11,8
Applied Physics,University of Michigan - Ann Arbor,,University of Michigan - Ann Arbor,https://www.thegradcafe.com/result/1005387,Rejected,,Feb 20,Fall 2026,American,,,PhD,3.84,,"University of Michigan - Ann Arbor Applied Physics PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=741&sort=newest,24,69
English,Binghamton University,,Binghamton University,https://www.thegradcafe.com/result/1005386,Waitlisted,,,Fall 2026,International,,,PhD,,,"Binghamton University English PhD Feb 20, 2026 Wait listed on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=741&sort=newest,17,4
Operations Management,Stanford University,,Stanford University,https://www.thegradcafe.com/result/1005385,Rejected,,Feb 17,Fall 2026,International,,,PhD,3.9,,"Stanford University Operations Management PhD Feb 20, 2026 Rejected on Feb 17 Total comments",https://www.thegradcafe.com/survey?page=741&sort=newest,25,81
Education,New York University,,New York University,https://www.thegradcafe.com/result/1005384,Rejected,,Feb 20,,,,,PhD,,,"New York University Education PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=741&sort=newest,0,40
Operations Research and Financial Engineering,Princeton University,,Princeton University,https://www.thegradcafe.com/result/1005383,Rejected,,Feb 20,Fall 2026,International,,,PhD,3.9,,"Princeton University Operations Research and Financial Engineering PhD Feb 20, 2026 Rejected on Feb 20 Total comments",https://www.thegradcafe.com/survey?page=741&sort=newest,39,64
Biology,New York University,,New York University,https://www.thegradcafe.com/result/1005382,Accepted,Feb 18,,Fall 2026,American,,,Masters,3.9,,"New York University Biology Masters Feb 20, 2026 Accepted on Feb 18 Total comments",https://www.thegradcafe.com/survey?page=741&sort=newest,0,46
